"lat_new","lon_new","Flood_1999","Thao_check","VLUCD_L2_3","dsm_bathy","flow_accum","aspect","curvature","hillshade","roughness","slope","spi","tpi","twi","precip_s_1","flood_rfr_","hand30_100","gsw_occure","density_ri","density_ro","distance_r","distance_1","X","Y","Z"
"16.1051401159","107.309405215","0","0","11","809.687","0.492101","132.968","-0.132451815794","102.798","60.4697","36.0179","0.355593028713","0.132451815794","0.549938076017","495.235","0.023881263128","58.6661","0","0.17194","0.0439341","0.0342808","0.0939451","107.30940521488","16.105140115924","-2.3500001361754E-5"
"16.0987155715","107.372936824","0","0","14","567.69","0.0126925","115.814","-1.26146155585","113.619","29.8604","24.8907","0.00617916826106","1.26146155585","0.0304229617729","436.376","0.126932536133","58.888","0","0.23227","0.147807","0.0590582","0.0318915","107.37293682438","16.098715571467","-2.3500001361754E-5"
"16.0944325421","107.402918032","0","0","11","649.786","0.0195137","119.034","2.18759948621","105.398","32.4311","29.5441","0.0111851705507","-2.18759948621","0.0362304759957","431.104","0.0224264048176","87.7762","0","0.215011","0.0746458","0.0810389","0.0740059","107.40291803244","16.094432542128","-2.3500001361754E-5"
"16.0987155715","107.424333182","0","0","11","526.774","2.1313","184.672","3.93610322718","211.783","21.9997","12.0757","0.429225872433","-3.93610322718","13.7094398208","445.571","0.0243902439024","7.25132","0","0.130115","0.0248701","0.0100209","0.0275701","107.42433318183","16.098715571467","-2.3500001361754E-5"
"16.0944325421","107.432899241","0","0","11","617.312","0.0301991","53.6978","0.270862631615","154.896","13.9167","11.1228","0.00641705122963","-0.270862631615","0.172338904895","447.626","0.0398911115007","43.0809","0","0.130837","0.0117179","0.0823691","0.0422909","107.43289924141","16.094432542128","-2.3500001361754E-5"
"16.1029986017","107.380789045","0","0","3","484","1.72348","7.55399","-0.315319149385","180.169","1.31211","0.0674463","0.00350700903976","0.315319149385","971.449111713","434.602","0.220375010445","2.04321","0","0.24345","0.121516","0.00994388","0.00637721","107.38078904528","16.102998601704","-2.3500001361754E-5"
"16.0880079968","107.392210459","0","0","14","547.76","0.0105058","110.955","-0.316575921856","137.783","33.4505","27.538","0.00552575046446","0.316575921856","0.0201372122891","428.396","0.0243902439024","36.9526","0","0.162218","0.0681708","0.0604188","0.0441172","107.39221045865","16.088007996772","-2.3500001361754E-5"
"16.0758727456","107.38721359","0","0","11","550.373","0.0115276","100.756","1.96645404953","106.837","34.1588","28.6161","0.010825099169","-1.96645404953","0.0478108281417","420.755","0","42.8764","0","0.118838","0.0488197","0.0749044","0.0421598","107.38721358974","16.075872745631","-2.3500001361754E-5"
"16.1505283348","107.454016958","0","0","11","210.115","0.0861973","82.9947","2.22258059993","133.209","27.0473","16.0353","0.0253675158811","-2.22258059993","0.297091323586","484.044","0.0627173884951","10.4598","0","0.183461","0.0297375","0.000477383","0.040444","107.45401695802","16.150528334815","-2.3500001361754E-5"
"16.13726284","107.454314391","0","0","11","493.279","0.0339757","29.0273","-0.449672841989","126.542","61.0036","37.8515","0.0284724895118","0.449672841989","0.0452774437715","479.182","0.00580996573294","97.5338","0","0.200492","0.0164811","0.0324036","0.136102","107.4543143908","16.137262840008","-2.3500001361754E-5"
